"Question","Characteristics","response","count","State"
"Confidence in paying next rent or mortgage","Did not report","Enough of the kinds of food wanted",1565617,"NC"
"Confidence in paying next rent or mortgage","High confidence","Enough of the kinds of food wanted",2257264,"NC"
"Confidence in paying next rent or mortgage","Moderate confidence","Enough of the kinds of food wanted",255682,"NC"
"Confidence in paying next rent or mortgage","No confidence","Enough of the kinds of food wanted",23710,"NC"
"Confidence in paying next rent or mortgage","Payment is/will be deferred","Enough of the kinds of food wanted",12086,"NC"
"Confidence in paying next rent or mortgage","Slight confidence","Enough of the kinds of food wanted",94248,"NC"
"Covered by health insurance","Did not report or don’t know","Enough of the kinds of food wanted",98276,"NC"
"Covered by health insurance","No","Enough of the kinds of food wanted",301039,"NC"
"Covered by health insurance","Yes","Enough of the kinds of food wanted",3809292,"NC"
"Currently caught up on mortgage or rental payments","Did not report","Enough of the kinds of food wanted",265203,"NC"
"Currently caught up on mortgage or rental payments","Housing owned or payment not required","Enough of the kinds of food wanted",1309470,"NC"
"Currently caught up on mortgage or rental payments","No","Enough of the kinds of food wanted",35797,"NC"
"Currently caught up on mortgage or rental payments","Yes","Enough of the kinds of food wanted",2598137,"NC"
"Difficulty hearing","A lot of difficulty","Enough of the kinds of food wanted",35274,"NC"
"Difficulty hearing","Cannot do at all","Enough of the kinds of food wanted",8115,"NC"
"Difficulty hearing","Did not report","Enough of the kinds of food wanted",211117,"NC"
"Difficulty hearing","No difficulty","Enough of the kinds of food wanted",3466958,"NC"
"Difficulty hearing","Some difficulty","Enough of the kinds of food wanted",487144,"NC"
"Difficulty remembering or concentrating","A lot of difficulty","Enough of the kinds of food wanted",72375,"NC"
"Difficulty remembering or concentrating","Cannot do at all","Enough of the kinds of food wanted",5131,"NC"
"Difficulty remembering or concentrating","Did not report","Enough of the kinds of food wanted",194408,"NC"
"Difficulty remembering or concentrating","No difficulty","Enough of the kinds of food wanted",2773366,"NC"
"Difficulty remembering or concentrating","Some difficulty","Enough of the kinds of food wanted",1163326,"NC"
"Difficulty seeing","A lot of difficulty","Enough of the kinds of food wanted",28891,"NC"
"Difficulty seeing","Cannot do at all","Enough of the kinds of food wanted",13610,"NC"
"Difficulty seeing","Did not report","Enough of the kinds of food wanted",189097,"NC"
"Difficulty seeing","No difficulty","Enough of the kinds of food wanted",3045949,"NC"
"Difficulty seeing","Some difficulty","Enough of the kinds of food wanted",931059,"NC"
"Difficulty walking or climbing stairs","A lot of difficulty","Enough of the kinds of food wanted",54316,"NC"
"Difficulty walking or climbing stairs","Cannot do at all","Enough of the kinds of food wanted",9879,"NC"
"Difficulty walking or climbing stairs","Did not report","Enough of the kinds of food wanted",189097,"NC"
"Difficulty walking or climbing stairs","No difficulty","Enough of the kinds of food wanted",3252931,"NC"
"Difficulty walking or climbing stairs","Some difficulty","Enough of the kinds of food wanted",702383,"NC"
"Education","Bachelor’s degree or higher","Enough of the kinds of food wanted",1779617,"NC"
"Education","High school or GED","Enough of the kinds of food wanted",1074867,"NC"
"Education","Less than high school","Enough of the kinds of food wanted",126726,"NC"
"Education","Some college/associate’s degree","Enough of the kinds of food wanted",1227397,"NC"
"Experienced loss of employment income in last 4 weeks","Did not report","Enough of the kinds of food wanted",12490,"NC"
"Experienced loss of employment income in last 4 weeks","No","Enough of the kinds of food wanted",3949254,"NC"
"Experienced loss of employment income in last 4 weeks","Yes","Enough of the kinds of food wanted",246862,"NC"
"Free groceries in last 7 days","Did not report","Enough of the kinds of food wanted",7250,"NC"
"Free groceries in last 7 days","No","Enough of the kinds of food wanted",4102615,"NC"
"Free groceries in last 7 days","Yes","Enough of the kinds of food wanted",98741,"NC"
"Frequency of feeling down, depressed, or hopeless","Did not report","Enough of the kinds of food wanted",57598,"NC"
"Frequency of feeling down, depressed, or hopeless","More than half the days","Enough of the kinds of food wanted",204181,"NC"
"Frequency of feeling down, depressed, or hopeless","Nearly every day","Enough of the kinds of food wanted",237537,"NC"
"Frequency of feeling down, depressed, or hopeless","Not at all","Enough of the kinds of food wanted",2634353,"NC"
"Frequency of feeling down, depressed, or hopeless","Several days","Enough of the kinds of food wanted",1074937,"NC"
"Frequency of feeling nervous, anxious, on edge","Did not report","Enough of the kinds of food wanted",49355,"NC"
"Frequency of feeling nervous, anxious, on edge","More than half the days","Enough of the kinds of food wanted",285162,"NC"
"Frequency of feeling nervous, anxious, on edge","Nearly every day","Enough of the kinds of food wanted",441249,"NC"
"Frequency of feeling nervous, anxious, on edge","Not at all","Enough of the kinds of food wanted",2430275,"NC"
"Frequency of feeling nervous, anxious, on edge","Several days","Enough of the kinds of food wanted",1002565,"NC"
"Frequency of having little interest or pleasure in doing things","Did not report","Enough of the kinds of food wanted",69073,"NC"
"Frequency of having little interest or pleasure in doing things","More than half the days","Enough of the kinds of food wanted",282606,"NC"
"Frequency of having little interest or pleasure in doing things","Nearly every day","Enough of the kinds of food wanted",228120,"NC"
"Frequency of having little interest or pleasure in doing things","Not at all","Enough of the kinds of food wanted",2751070,"NC"
"Frequency of having little interest or pleasure in doing things","Several days","Enough of the kinds of food wanted",877737,"NC"
"Frequency of not being able to stop or control worrying","Did not report","Enough of the kinds of food wanted",52042,"NC"
"Frequency of not being able to stop or control worrying","More than half the days","Enough of the kinds of food wanted",263678,"NC"
"Frequency of not being able to stop or control worrying","Nearly every day","Enough of the kinds of food wanted",295538,"NC"
"Frequency of not being able to stop or control worrying","Not at all","Enough of the kinds of food wanted",2695516,"NC"
"Frequency of not being able to stop or control worrying","Several days","Enough of the kinds of food wanted",901833,"NC"
"Gender","Cisgender female","Enough of the kinds of food wanted",2000902,"NC"
"Gender","Cisgender male","Enough of the kinds of food wanted",2150529,"NC"
"Gender","Did not report","Enough of the kinds of food wanted",47810,"NC"
"Gender","None of these","Enough of the kinds of food wanted",9366,"NC"
"Gender","Transgender","Enough of the kinds of food wanted",NA,"NC"
"Hispanic origin and Race","Asian alone, not Hispanic","Enough of the kinds of food wanted",129053,"NC"
"Hispanic origin and Race","Black alone, not Hispanic","Enough of the kinds of food wanted",645467,"NC"
"Hispanic origin and Race","Hispanic or Latino (may be of any race)","Enough of the kinds of food wanted",195456,"NC"
"Hispanic origin and Race","Two or more races + Other races, not Hispanic","Enough of the kinds of food wanted",82818,"NC"
"Hispanic origin and Race","White alone, not Hispanic","Enough of the kinds of food wanted",3155813,"NC"
"Household income","$100,000 - $149,999","Enough of the kinds of food wanted",612084,"NC"
"Household income","$150,000 - $199,999","Enough of the kinds of food wanted",284157,"NC"
"Household income","$200,000 and above","Enough of the kinds of food wanted",433612,"NC"
"Household income","$25,000 - $34,999","Enough of the kinds of food wanted",439635,"NC"
"Household income","$35,000 - $49,999","Enough of the kinds of food wanted",368392,"NC"
"Household income","$50,000 - $74,999","Enough of the kinds of food wanted",711744,"NC"
"Household income","$75,000 - $99,999","Enough of the kinds of food wanted",606131,"NC"
"Household income","Did not report","Enough of the kinds of food wanted",433351,"NC"
"Household income","Less than $25,000","Enough of the kinds of food wanted",319501,"NC"
"Household size","1 person in the household","Enough of the kinds of food wanted",407365,"NC"
"Household size","2 people in the household","Enough of the kinds of food wanted",1715880,"NC"
"Household size","3 people in the household","Enough of the kinds of food wanted",948418,"NC"
"Household size","4 people in the household","Enough of the kinds of food wanted",669149,"NC"
"Household size","5 people in the household","Enough of the kinds of food wanted",229978,"NC"
"Household size","6 people in the household","Enough of the kinds of food wanted",116387,"NC"
"Household size","7 or more people in the household","Enough of the kinds of food wanted",121430,"NC"
"Lesbian, Gay, Bisexual and Transgender","Did not report","Enough of the kinds of food wanted",74773,"NC"
"Lesbian, Gay, Bisexual and Transgender","No","Enough of the kinds of food wanted",3859621,"NC"
"Lesbian, Gay, Bisexual and Transgender","Other","Enough of the kinds of food wanted",26449,"NC"
"Lesbian, Gay, Bisexual and Transgender","Yes","Enough of the kinds of food wanted",247764,"NC"
"Marital status","Did not report","Enough of the kinds of food wanted",13717,"NC"
"Marital status","Divorced/separated","Enough of the kinds of food wanted",473838,"NC"
"Marital status","Married","Enough of the kinds of food wanted",2604085,"NC"
"Marital status","Never married","Enough of the kinds of food wanted",839605,"NC"
"Marital status","Widowed","Enough of the kinds of food wanted",277362,"NC"
"Presence of children under 18 years old","Children in household","Enough of the kinds of food wanted",1369777,"NC"
"Presence of children under 18 years old","No children","Enough of the kinds of food wanted",2838830,"NC"
"Reason for not working","Did not report reason","Enough of the kinds of food wanted",2668531,"NC"
"Reason for not working","I am retired","Enough of the kinds of food wanted",1013644,"NC"
"Reason for not working","I did not have transportation to work","Enough of the kinds of food wanted",9580,"NC"
