Question,Characteristics,US1,US2,US3,US4,US5,AL1,AL2,AL4,AL4,AL5,AK1,AK2,AK3,AK4,AK5,AZ1,AZ2,AZ3,AZ4,AZ5,AR1,AR2,AR3,AR4,AR5,CA1,CA2,CA3,CA4,CA5,CO1,CO2,CO3,CO4,CO5,CT1,CT2,CT3,CT4,CT5,DE1,DE2,DE3,DE4,DE5,DC1,DC2,DC3,DC4,DC5,FL1,FL2,FL3,FL4,FL5,GA1,GA2,GA3,GA4,GA5,HI1,HI2,HI3,HI4,HI5,ID1,ID2,ID3,ID4,ID5,IL1,IL2,IL3,IL4,IL5,IN1,IN2,IN3,IN4,IN5,IA1,IA2,IA3,IA4,IA5,KS1,KS2,KS3,KS4,KS5,KY1,KY2,KY3,KY4,KY5,LA1,LA2,LA3,LA4,LA5,ME1,ME2,ME3,ME4,ME5,MD1,MD2,MD3,MD4,MD5,MA1,MA2,MA3,MA4,MA5,MI1,MI2,MI3,MI4,MI5,MN1,MN2,MN3,MN4,MN5,MS1,MS2,MS3,MS4,MS5,MO1,MO2,MO3,MO4,MO5,MT1,MT2,MT3,MT4,MT5,NE1,NE2,NE3,NE4,NE5,NV1,NV2,NV3,NV4,NV5,NH1,NH2,NH3,NH4,NH5,NJ1,NJ2,NJ3,NJ4,NJ5,NM1,NM2,NM3,NM4,NM5,NY1,NY2,NY3,NY4,NY5,NC1,NC2,NC3,NC4,NC5,ND1,ND2,ND3,ND4,ND5,OH1,OH2,OH3,OH4,OH5,OK1,OK2,OK3,OK4,OK5,OR1,OR2,OR3,OR4,OR5,PA1,PA2,PA3,PA4,PA5,RI1,RI2,RI3,RI4,RI5,SC1,SC2,SC3,SC4,SC5,SD1,SD2,SD3,SD4,SD5,TN1,TN2,TN3,TN4,TN5,TX1,TX2,TX3,TX4,TX5,UT1,UT2,UT3,UT4,UT5,VT1,VT2,VT3,VT4,VT5,VA1,VA2,VA3,VA4,VA5,WA1,WA2,WA3,WA4,WA5,WV1,WV2,WV3,WV4,WV5,WI1,WI2,WI3,WI4,WI5,WY1,WY2,WY3,WY4,WY5,METRO1,METRO2,METRO3,METRO4,METRO5
Sexual orientation,I don’t know,1693332,989221,568473,200480,1353183,8201,3571,,,,559,1053,2678,2950,804,63192,73802,5048,,86813,20726,2259,6763,3377,7084,243326,58588,170072,16420,39388,37042,9031,10947,4387,,8974,6967,3242,,12323,10002,1233,2144,,,1233,210,252,,3414,81925,76493,93752,9668,132239,56772,26028,62575,,54754,5709,9667,5810,755,1267,4365,7614,,4227,6978,24483,15250,27047,,98575,11332,12025,,,16123,13580,40927,,7959,3952,7600,18905,3499,,10605,27025,19102,,,8093,6197,,,48451,2095,1440,5284,1701,,,37817,4610,6254,,22571,146362,51624,7023,18392,54581,27788,63597,,15699,106417,54994,,26761,,14931,3887,8274,,,12406,63138,12009,17123,2047,20006,3451,3275,1986,,,3304,12405,2333,6395,4545,11881,6564,5341,12120,35420,5754,2924,3233,,,60030,54085,9225,,65702,14973,7928,13980,2531,27703,28971,64736,2388,16187,127927,7419,28964,18694,,21470,1801,1250,,,2519,132380,,,12752,14997,10181,17254,,2100,9115,28727,21993,15049,,23227,31550,29747,,7904,66338,8955,9784,6133,,14498,44485,13847,,2254,9438,8271,3831,244,,4218,7766,18712,,,,194496,53635,12059,,179127,23295,22007,1660,,1619,2895,1110,,,1112,16254,31516,639,,,49566,30231,16408,3903,14940,6938,1919,3874,,9978,21990,22937,,,1542,330,446,2536,,2329,54290,97759,2388,7079,50659
Sexual orientation,Something else,1978064,1291250,467363,444273,936159,9227,1072,20248,,19856,2812,6222,127,1314,510,50282,21122,14948,12352,10327,10558,10382,4572,763,1319,221059,109970,6405,76698,229205,45742,63638,7559,36594,28150,20830,16824,2330,,13414,6006,3213,2977,,,7757,347,226,,524,167842,28674,42340,58594,14725,51601,32392,,2541,87395,8194,10657,,,1059,4234,14989,5109,,,51914,11443,5826,1077,2719,30562,26145,,15119,15387,8380,12946,2797,,,13464,8079,18593,14098,,6063,1198,2153,,,25662,56543,,,20285,6237,4409,,388,,37575,23190,,,24352,32226,17869,,6312,10023,53216,38039,19054,,26644,25886,27274,9056,7886,,,5662,,,3316,26287,50347,35646,2183,,14149,7223,1730,,,5369,544,,,7510,8594,30350,972,,,10708,8140,1298,3990,,46442,13772,,,36817,13890,18498,16470,499,,97491,156098,34621,93751,7117,9664,7250,1420,8372,48903,7923,3798,2783,11565,2891,18625,28403,25694,421,46324,33997,12259,25566,,4386,45702,81564,,2571,8012,191423,27403,41214,,59631,6364,143,,,,70906,8847,,4337,2619,,,,,183,70404,10711,1096,14892,33695,255563,88493,93625,5939,107061,16896,7076,302,,16735,9807,3252,6076,195,,34252,39170,11025,,670,52798,91927,679,26533,34189,7625,1924,,,431,25679,39276,2645,35288,6179,176,2484,179,,3596,113688,144247,34621,93751,4635
Sexual orientation,Straight,119882639,46024091,14755606,4331444,33247823,1688784,852799,251954,140212,467901,281680,97616,19868,8397,41601,2570784,1030300,392192,56978,528856,1010679,509995,117644,57694,309575,14328275,5063806,1917675,289984,3580991,2374136,771759,204530,33330,460995,1490483,396055,101994,83787,393605,365173,170701,54211,9769,86781,259471,46269,35099,21593,23708,7010988,3657569,1193904,489146,2611757,3377012,1618624,629957,143135,1032546,526848,260554,46780,6967,118141,753239,279121,97616,15591,157170,4374761,2204188,539567,242723,1254626,2527692,761914,257308,76458,808487,1263200,423052,133175,22322,308063,1045990,408263,93331,37733,295902,1515158,697443,180437,101936,545671,1131829,751190,272519,109488,664090,580062,215450,69012,11971,98251,2525359,792597,221997,41412,386002,2717314,787568,271796,36807,752044,3879876,1274801,469071,134182,1091039,2420454,731384,155474,56666,491007,885094,611918,167178,74679,301784,2394753,714849,196799,188203,519951,467047,155060,64351,17571,61003,723037,235477,68910,20514,188432,1029413,509779,230175,31036,321263,592214,207194,69911,8798,104607,3612964,1070823,325035,73507,1057236,667931,281613,140121,30985,219323,7232735,2374645,686319,312056,2247094,3909501,1489051,581788,123616,1266341,291384,102267,24952,7871,66469,4758949,1745303,434333,166336,853124,1270792,727296,185678,53864,362589,1619329,482769,91032,65513,324245,4838589,1674626,570566,153692,1333329,441746,141838,38135,6720,99097,1938333,722769,177080,68268,794141,375363,117805,27147,12777,64936,2420185,1126518,315441,140152,774111,9027791,3919432,1688007,328557,3384324,1286971,498916,95960,13295,195185,274196,83126,15838,15287,43513,3462254,1107759,292342,82341,841449,3168779,983418,221178,37488,491850,518951,390315,93682,10925,223199,2451844,646196,206484,53633,528311,203246,100311,20057,5476,72106,7320368,1895096,614609,230427,2443364
Total,,134230405,53802457,18035592,5665325,40747232,1831297,944834,330095,140212,588021,312740,116695,28345,13466,60087,3089233,1194118,454183,133905,766442,1108851,562773,139003,72387,388230,16292317,5964471,2348557,465762,4567068,2640762,924202,265601,83409,598399,1615318,479173,130813,86414,476770,416451,188239,65322,11817,103517,340406,53330,40388,24432,32235,7825862,4301651,1470266,601865,3153097,3857065,1856235,847004,170609,1401461,580108,299856,77838,7722,129110,812221,328139,117282,22888,175365,4822336,2367584,592696,248217,1520288,2795360,901490,306555,104858,974915,1357551,520977,135972,30281,338739,1145686,488573,144907,53115,338192,1627423,776176,249553,101936,636872,1266781,857287,318113,183087,799447,634529,264229,71394,12360,119196,2877168,979921,281056,64661,480977,3102212,1023566,313726,70628,869078,4190056,1494734,539672,179986,1314296,2629843,810252,203959,68052,580515,917739,648746,194424,80649,340836,2667612,856169,278092,221173,640831,518529,174759,73260,19728,78363,809575,296102,81216,26909,230241,1132584,621930,260793,44015,389917,659464,239058,80940,12788,117756,3985168,1330779,338003,99960,1337956,776236,347274,180002,34016,276505,8011420,2941490,943151,483431,2617000,4208607,1597217,632691,166341,1508163,310574,124134,30748,21700,78101,5213522,1891574,564537,183081,1059584,1451586,791784,231068,62964,422175,1974989,696731,147448,84803,422951,5371731,1931557,769399,181163,1666314,494332,163377,46754,6720,139037,2112668,813650,189805,74860,833844,396484,146659,28333,13942,71452,2702684,1282268,340375,169721,863649,10673014,4577887,1949543,368749,4307612,1430050,575200,128836,23020,253906,307920,97168,30146,18010,55715,3764856,1335256,356703,108886,1000585,3656674,1242616,292471,95050,684416,568554,435119,121986,16211,240823,2721844,838882,249529,88920,615698,220412,106566,23039,6446,81486,8140847,2473569,855618,419147,2781027
Used in the last 7 days to meet spending needs*,Borrowing from friends or family,5429640,10021451,7276775,2620509,285022,40741,76523,106722,26157,11127,14377,26788,13181,6075,,144146,189174,172411,69570,13133,26879,132310,53216,33004,,926856,1420651,903640,271279,15690,58076,129456,140606,42049,,44548,72657,32102,49210,,7480,35401,24551,6442,,23440,11823,14615,3620,,242337,796351,755646,342543,,232911,412623,423917,64183,26053,33664,35967,37871,3466,9430,16877,44990,23330,10373,,253509,467485,207772,128676,,135858,245328,141396,44861,,44978,40749,36931,16358,,26133,89709,50815,21151,,71191,178972,122746,48501,3701,43827,154322,130667,113553,14242,25086,79272,40298,6353,,141029,234797,138904,13408,8226,123909,240789,135257,12302,2861,125220,237591,216753,90632,,72804,121954,97113,21096,9838,49418,177194,112321,36103,,54879,168828,117380,77845,12497,8698,23998,26639,636,862,20522,35615,22645,12990,,49252,77694,106838,9548,,16806,56119,44915,1415,2222,172572,247533,128670,38961,5102,43091,50561,67564,2742,,361624,389031,398954,193262,,192837,304911,262509,118060,44418,5186,16883,9179,18081,,186950,341272,223941,97236,,72244,157908,75327,34780,,95760,142471,55509,60051,,166759,192581,295287,27748,,20041,28012,10068,2736,6554,24133,186731,85533,45501,,6006,17140,13906,8836,,93643,290810,149069,75503,,355700,826407,627507,166677,81219,32406,96176,71281,11702,840,6116,14650,10626,9566,781,188213,358133,92960,60395,2256,144662,188759,120961,43689,1872,49250,53901,39176,9945,,127129,93613,78720,10668,12097,9870,8840,8829,970,,441924,349262,325717,198579,5102
Used in the last 7 days to meet spending needs*,Child Tax Credit payment,3427742,3931842,1606517,351957,72855,16780,62768,37052,,,8450,12028,1646,220,,216661,69003,35101,3463,,23068,33743,18882,3377,,460072,727625,265601,47731,2769,41670,60818,29897,,,15542,29041,15155,1281,,6022,4628,372,,,12263,772,2188,,,194015,157576,133890,45611,,93715,140696,133506,6461,24631,11240,20567,13591,,,21774,28566,7476,,,147967,120725,9695,2050,,43729,60558,4347,5003,,44380,34926,5306,,,31279,23610,9705,,928,37090,52671,24517,4295,3701,12493,47510,59339,,14242,17475,10589,20164,,,88619,56891,10501,7064,,82606,80407,25288,,13068,83199,63418,37109,6371,,75241,73348,5855,7886,,13706,26256,7351,5393,,63971,53268,46062,19241,,12221,6114,16355,,,19323,27483,7554,6395,,72448,35715,13024,,,9560,8775,4718,,,101381,78561,58694,9579,,23327,18763,15810,4131,5681,170907,204438,125855,1813,,80622,154784,50258,19356,,6575,8255,4675,1143,500,164630,120144,98001,17490,,40614,62984,18525,6479,,52731,37734,6563,,,79419,102566,22502,72133,,20172,10316,8306,,6554,81414,106842,3311,,,18861,5845,3600,,,86084,140527,59444,18101,,230405,383421,51795,8916,,52524,27007,9393,330,,5091,2241,,,781,53780,100848,29495,8506,,78501,141914,9931,1466,,39601,17782,12413,,,62140,72809,14915,10668,,2385,3962,1781,,,169691,187369,123410,11393,
Used in the last 7 days to meet spending needs*,Credit cards or loans,36432955,23650636,7167636,1975103,536303,466356,326012,137263,42620,2318,102507,53605,13163,3675,1742,763284,549398,160809,21973,36218,225641,175799,53312,19885,,5079372,2470555,955765,134426,47843,735577,414787,120033,30267,1359,440990,236685,39718,20925,1447,108742,67472,21101,4281,,116736,22745,20998,1285,214,1988662,2172796,725405,380510,,1274668,852846,395602,61049,47984,176056,174614,36723,4221,1856,187826,130788,56829,11002,4694,1460682,907915,266614,93222,21397,647227,361493,123510,56885,,294521,224569,34024,12796,,244356,164336,54428,18121,,354976,302561,90855,57054,3701,307397,308640,87373,19554,1008,160454,108239,42933,7636,920,923663,523636,113832,7977,3469,975501,459495,110859,31729,27172,1085016,591073,208437,83606,3176,617581,396997,100175,9366,7359,193314,220365,59108,27648,,684330,386041,155494,76256,14756,111829,78417,20238,1784,862,214910,156545,22195,12877,11341,261125,271670,86360,27260,6400,170760,97913,54639,4821,6433,1208572,632932,211152,68635,50156,146333,119107,56047,,,2502372,1345322,299317,171209,19517,971923,719646,255427,,61875,88943,64804,13544,14175,2067,1259157,973384,266194,67378,5197,328677,342539,106310,11671,17776,502296,340654,38598,49746,5560,1611263,764542,181758,42571,8535,135963,75223,17678,5564,6554,595030,338224,40536,16412,3707,70910,55389,16760,10987,,729222,630439,137240,65689,5810,2643443,2022193,639458,41531,67727,377078,253187,75167,7694,302,86533,42689,16118,10055,1291,986473,751034,141437,21003,2830,929644,521545,149381,72173,8013,153865,113654,28159,3141,,679872,286094,103776,8881,14959,51326,50027,5787,1876,759,2459325,1108680,429891,195044,62288
Used in the last 7 days to meet spending needs*,Did not report,2382714,1092342,489745,241869,38920329,36027,32810,,,571423,3691,421,253,1617,55549,38221,73986,30912,,687243,31846,5624,,,381540,302894,57380,165270,46344,4322164,15350,18552,768,,580344,20884,19325,,9495,466444,6305,5206,3254,,101191,3026,4962,,,30978,169217,49503,3535,5011,3099879,50893,50525,,,1318410,19428,4055,2265,,107566,9886,2239,290,,164273,35442,48649,4736,,1471322,45721,24696,1510,15119,940555,23622,21816,3533,,328928,15327,7481,3836,1283,331704,25915,2936,15047,,595951,14390,15699,36225,,776533,12055,5896,,,116063,54456,2796,14738,20850,420657,32780,32692,5752,11016,820165,198693,33866,,10851,1293337,39303,11813,,,519709,12239,10841,8853,1117,336659,77894,3547,,38173,607659,7363,1651,1730,228,73401,13238,,,,210217,11609,18741,14413,921,322834,5572,440,1111,,105666,28100,51080,,,1251432,12843,25763,3603,,257857,274876,113627,,38106,2583709,106231,12563,720,17747,1416547,3891,2165,,,75162,100804,47646,,6830,1048308,39414,11659,14067,9298,392541,18271,5950,1687,,410917,71173,56125,31153,,1622966,13710,10249,,,130727,38389,7338,,,823178,6843,6327,,,69765,26134,6143,,,839410,132977,103798,86434,3798,4036585,19509,15894,4330,,246773,1808,8910,591,,50267,42135,13986,15047,,967640,40634,14766,,,652608,7007,533,,,234018,58567,9085,14083,4065,580903,6110,588,,,70652,277734,136377,,,2676268
Used in the last 7 days to meet spending needs*,Government rental assistance,684958,1084740,581883,343250,9299,11549,11523,9467,,,2355,8601,1943,988,,11269,3977,21821,2238,,,1598,5395,3377,615,14560,210869,86392,34890,,9364,15124,9511,,3111,6537,18600,16141,2734,,2855,710,,,,6361,4496,1042,,,19899,137778,19418,40130,,16552,6787,16954,,,19179,1686,5803,,,2648,6850,2370,1067,,27441,43060,11162,27725,,19217,2435,5825,,,3984,8376,2498,2918,,3057,1949,1860,,,14819,3074,,12297,3701,7128,,6118,6680,,4456,13568,9923,1968,,10503,11254,3799,7369,,26214,21180,17464,4385,,12876,10899,24375,,,5269,27740,2060,6433,,,1500,13751,3893,,,24552,2380,12427,,7254,4352,9555,279,,,3003,3353,7237,,921,5738,5471,,,4152,8339,1824,4163,,58022,31334,,8927,,7873,3136,3953,,,125730,63287,46503,41899,,9289,,42465,,,,4139,,1355,,15081,68952,1078,41014,,10931,5403,15111,2858,,14381,34260,8016,10342,,17227,15418,31587,4192,,1288,2986,4598,668,,4928,6623,702,,,309,1020,4314,489,,20640,17224,37094,14892,,6143,98663,14703,8916,,1774,7634,13453,3849,,1899,9395,1049,591,,45316,48977,9701,4620,,18359,39886,18089,6477,1872,23454,6365,5859,,,30923,,2938,8789,,976,418,2998,173,,83152,89147,20633,40594,
Used in the last 7 days to meet spending needs*,Money from savings or selling assets or possessions (including withdrawals from retirement accounts),25411682,19337956,5263871,1578589,399731,375815,374239,125906,57140,2318,60150,59396,10803,3380,,593902,471393,158622,47622,8079,169214,155793,34880,23150,2331,3339459,2014805,529741,92413,74884,506196,361416,80109,18735,,310888,156874,45303,19868,1046,81607,53570,20149,1835,2326,46697,12311,13596,242,,1668257,1430467,405206,220052,4202,730294,711068,302356,48936,7277,118112,142424,21156,6967,8716,155199,139173,61856,10621,5492,743198,693172,153395,84349,8511,450231,367704,35638,23773,,222319,194189,57404,7269,2861,203185,154645,49343,22889,1864,327591,267252,33120,9312,6494,180206,270000,107178,43781,15975,134137,117710,26268,7286,,556780,363759,90591,13655,17090,567443,329583,67733,1774,14238,736213,611015,163371,71180,2003,507657,347283,118818,11503,20206,169175,141999,34197,24742,,489497,290156,99321,39398,,104489,48920,28544,7507,4961,165296,103553,13402,7874,916,226418,202383,115633,2491,4353,106380,92247,37945,5276,5797,812890,376121,120053,16692,15771,107398,114849,48328,24112,7106,1607469,1172035,236278,186706,7989,781592,587790,175789,32342,49696,62084,55367,15482,15002,2067,820256,601689,122357,45753,5197,232852,276483,89708,12223,9243,365107,300641,38357,55452,7054,1019242,634963,282865,7786,743,82660,61732,20729,4388,7001,342445,360535,26575,10900,8728,73375,61716,2364,8836,343,660427,486857,144865,52708,,2077214,1933830,547397,57702,39484,338174,216625,45951,7770,166,57425,25870,14187,7581,1291,572564,532377,129904,29929,10353,665339,350845,98989,59523,3728,112781,119029,24708,,,529248,349974,34325,6848,,45136,40129,3076,1318,1832,1858387,952933,236289,189226,23163
Used in the last 7 days to meet spending needs*,Money saved from deferred or forgiven payments (to meet spending needs),2498775,2081495,613027,279690,40313,50881,39108,12587,28766,,4886,8833,568,,,46899,31090,19068,41774,,12086,12011,5865,4527,,370261,219520,37597,17381,,53518,25137,11214,,,13583,16333,,,,7910,9195,4710,,,3115,1804,2541,,,168548,166570,26285,23207,,55580,52208,61809,4148,,10344,15130,4863,,,7076,22451,1910,1569,,59703,82009,42768,,,49594,47804,4756,5003,,14952,21917,8807,,,21605,16082,7182,,,30092,12504,23175,,,6207,32843,,31521,,15232,11411,,,,63042,25342,1865,1674,,75363,45962,31496,,,82644,42753,11784,1221,780,37796,31067,4677,,21780,10929,20654,6380,826,,60717,28818,5332,10080,,2071,1181,3018,,1965,14158,7461,4216,5913,,25706,11898,22771,12425,,8525,6106,,,,148478,53597,,,6693,19617,8418,1635,,,192481,173190,19466,20676,3354,19041,59005,31869,19356,,1496,2878,3616,1150,,82256,40641,16962,12752,,23382,29833,21234,,,68829,28351,3049,,719,66529,121201,6893,,,8148,6987,,668,,41173,31696,,,5021,7982,2192,,3487,,30796,109139,33473,14892,,178275,174671,63531,9497,,13611,22487,3973,330,,3057,1621,,,,50811,48186,18265,,,70197,67119,4463,,,5624,19924,6879,,,80642,13902,10472,6848,,3331,1254,,,,241235,60061,19466,20676,10048
Used in the last 7 days to meet spending needs*,Other,6271078,3427751,1527562,832210,284532,86974,66585,60035,21384,,15345,9667,2918,4664,87,86636,76371,54491,43132,2086,94981,35611,5808,19240,,710062,489807,149577,61701,94479,78781,45096,14236,5154,1367,86614,33228,8032,4959,,20076,11235,2357,5226,,5628,1223,5393,1796,,466217,302624,59333,25411,9768,183827,115168,33564,10822,5029,46109,22015,1250,508,7751,35343,41349,18600,3725,2452,208053,90389,78851,103463,1086,148419,29290,51633,9014,,77850,51309,7094,3466,,43277,59065,17271,8569,2798,128078,53088,31307,12862,,79729,32464,1801,69495,,31975,17249,,1553,,148568,29667,14852,18873,10747,88400,63070,16312,14728,3250,204869,85301,53360,28878,3176,74735,36621,6464,7886,3728,69651,53760,30645,5778,,122113,55554,19048,13898,11809,15525,1757,1991,6782,,32726,24891,7550,11643,1785,73035,58813,25779,2914,36413,28699,12059,3332,,623,147502,91790,24253,,4040,79840,9962,26539,499,1192,462527,158829,88968,17720,,141136,75695,8425,7916,,6415,9452,2126,8484,2439,198328,47676,66540,16723,,106831,81620,16964,15226,,96428,44436,3292,14231,4527,241777,121275,86448,27254,12102,24065,10030,3913,,416,85163,18961,7425,12914,,24770,10589,4863,3487,,137264,119311,34324,20945,8558,442476,255790,282579,85724,39810,59123,23814,6707,2491,,18595,9532,,366,537,183002,123755,10127,8506,,163405,111367,41082,49694,2839,26759,35575,8652,,,124646,54549,19354,10668,2591,8732,9418,2097,1841,7045,499449,173526,85691,17720,4040
Used in the last 7 days to meet spending needs*,Regular income sources like those received before the pandemic,114913194,35757893,8177919,2130043,981792,1630334,663094,145108,14723,7789,273973,91180,10608,4124,1057,2654461,774482,200647,82464,36355,925151,364704,79003,32694,3744,13885768,3474244,1109902,98987,72016,2358240,692512,150218,43878,12219,1404842,336813,63808,38720,9281,352384,122840,33956,4430,882,304915,40115,17099,1285,1257,6544564,2657567,516998,260352,43450,3307778,1263371,406740,71064,64667,473451,235563,31533,7214,2506,719341,246504,75527,13296,7843,4086699,1623124,144543,105476,35362,2393364,684116,141935,41411,34360,1199829,379661,69499,8692,9810,1034294,378886,69311,10573,2762,1403985,466779,151808,16123,39836,1082136,560516,145918,12030,20130,550904,178267,18219,3512,2213,2465495,751050,172577,15911,34106,2792722,679953,114710,10724,32013,3504470,1071525,224959,61361,11564,2316044,625572,149804,45278,30840,798251,417090,102677,56005,4176,2361807,617547,152246,102318,19104,453664,143581,44642,11213,2765,688699,207291,41319,15341,5736,935329,409472,123336,23090,19982,601415,189875,65156,5851,9189,3304969,755039,53129,49264,36204,564759,210323,61448,4244,5891,6530935,1821326,324051,191228,29938,3619552,1054838,326211,54482,41630,281486,91832,14399,11940,,4281612,1250467,298684,78464,11276,1207999,508346,129138,41015,4805,1738397,443705,72463,27296,5560,4740755,1377186,379200,32012,24429,406382,118510,19042,4653,1340,1786573,494680,98581,15400,6958,337326,93038,18773,7628,1343,2349006,1016387,162711,103795,9871,9097680,3044057,743904,134951,137640,1275342,388693,68986,7220,6293,268235,58600,27468,13192,4129,3230836,846826,226660,28719,31758,3297257,856834,177816,45940,19144,503120,250634,75692,542,6805,2392345,645652,114048,56671,15905,194319,83624,11711,3250,3859,6557435,1453101,295207,199130,51084
Used in the last 7 days to meet spending needs*,School meal debit/EBT cards,2724714,3406325,2225217,453449,71268,24361,55324,33109,,,3536,8544,2178,,,108202,58449,42874,,,,39314,9017,10475,,559121,868284,629372,43340,,11305,46746,16135,717,3111,20350,22517,12020,8796,,7627,1761,8046,,,5196,1126,4336,,,111057,437365,281205,65369,,150813,148091,61005,2541,26053,14945,23966,14311,,,1497,23386,5759,2782,1414,39997,35678,53520,4417,,23938,27276,21921,1001,,28554,23503,3105,2498,,14991,14314,11919,14098,,5518,28992,27420,37418,3701,17910,29512,32060,,,9717,18659,2137,,,66311,50012,23546,,,72593,83372,89912,4385,2907,38640,122637,62026,4214,,25796,52698,1464,13266,5380,45270,18762,13747,3893,,23841,11014,16686,10080,,6377,7336,2194,357,,5995,14566,3664,8245,,15565,22624,42724,879,6625,5452,7665,5485,4163,,86131,21698,8401,7804,,32414,27690,14364,2418,,314448,180128,92775,1813,,110407,55909,62110,19356,,,4578,1738,1347,,121943,107629,80775,52230,,6695,34979,27600,,,54969,74545,11591,562,1228,36573,78853,82159,63776,,16658,21513,6567,1560,,22842,68393,31413,,,2208,229,4314,,,35047,27605,41867,14892,3209,72830,198812,127473,15008,15768,10815,9747,9954,2663,,4117,3308,,609,,126945,47150,18429,13076,,78615,61273,56570,2517,1872,42396,24528,6687,215,,80484,52911,6958,10668,,3699,1354,576,,,261496,123131,4347,9617,
